time_us,in_us,in_ms,in_la,in_ln,in_gx,in_gy,in_yw,in_ys,in_pt,in_e2,in_pa,in_po,in_na,in_no,in_dm,out_lad,out_nrc,out_nbr,out_ber,out_xte,out_tbc,out_l1d,out_xti,out_enu,out_exi
36704479,36704479,36704,-353616137,1491649136,27.988567352294922,-2.92677903175354,-0.10559334605932236,35395,-0.064191021025180817,1.0295256376266479,-353618671,1491649465,-353526801,1491637586,0,-0.013306684792041779,-7,-0.10494422912597656,-0.00075257150456309319,0.012006998062133789,35398,100.77318572998047,1.8347013792663347e-06,-0.00049316324293613434,1.5964992599037942e-06
36804439,36804439,36804,-353615887,1491649104,27.979690551757812,-2.924243688583374,-0.10565447062253952,35395,-0.07729814201593399,1.0295102596282959,-353618671,1491649465,-353526551,1491637554,0,-0.014755680225789547,-8,-0.10496997833251953,-0.00083479046588763595,0.0091400146484375,35398,100.74062347412109,2.016085090872366e-06,-0.00075257150456309319,1.8347013792663347e-06
36904399,36904399,36904,-353615637,1491649072,27.980588912963867,-2.918299674987793,-0.1049809455871582,35399,-0.087462805211544037,1.029512882232666,-353618671,1491649465,-353526301,1491637521,0,-0.019183842465281487,-11,-0.10500669479370117,-0.0010852996492758393,0.0059921741485595703,35398,100.74160766601562,2.134998794645071e-06,-0.00083479046588763595,2.016085090872366e-06
37004359,37004359,37004,-353615387,1491649040,27.991962432861328,-2.9150264263153076,-0.10539837926626205,35397,-0.092336863279342651,1.0295165777206421,-353618671,1491649465,-353526051,1491637489,0,-0.022428924217820168,-13,-0.10503244400024414,-0.0012683910317718983,0.0031330585479736328,35398,100.78090667724609,2.197149569838075e-06,-0.0010852996492758393,2.134998794645071e-06
37104319,37104319,37104,-353615137,1491649007,28.011655807495117,-2.9178056716918945,-0.10552181303501129,35396,-0.091612689197063446,1.0295161008834839,-353618671,1491649465,-353525801,1491637457,0,-0.020852183923125267,-12,-0.10496807098388672,-0.0011783916270360351,0.0093164443969726562,35398,100.85207366943359,2.3818301997380331e-06,-0.0012683910317718983,2.197149569838075e-06
37205112,37205112,37205,-353614885,1491648975,28.037191390991211,-2.924649715423584,-0.1054488867521286,35396,-0.087001226842403412,1.0295077562332153,-353618671,1491649465,-353525549,1491637424,0,-0.019274771213531494,-11,-0.1050257682800293,-0.0010882405331358314,0.0038809776306152344,35398,100.94557189941406,2.458722747178399e-06,-0.0011783916270360351,2.3818301997380331e-06
37305072,37305072,37305,-353614632,1491648942,28.07957649230957,-2.9321324825286865,-0.10502060502767563,35399,-0.083390772342681885,1.0294979810714722,-353618671,1491649465,-353525296,1491637391,0,-0.017002839595079422,-9,-0.10500383377075195,-0.00095850892830640078,0.0063371658325195312,35398,101.09931182861328,2.5840377020358574e-06,-0.0010882405331358314,2.458722747178399e-06
37405032,37405032,37405,-353614379,1491648910,28.126079559326172,-2.9387638568878174,-0.10511265695095062,35398,-0.082226499915122986,1.0295047760009766,-353618671,1491649465,-353525043,1491637359,0,-0.016896970570087433,-9,-0.10505867004394531,-0.00095095956930890679,0.0001659393310546875,35398,101.26740264892578,2.5873137019516435e-06,-0.00095850892830640078,2.5840377020358574e-06
37504992,37504992,37504,-353614124,1491648877,28.183420181274414,-2.9543769359588623,-0.10466636717319489,35401,-0.084345653653144836,1.0295066833496094,-353618671,1491649465,-353524788,1491637326,0,-0.010883856564760208,-6,-0.1050567626953125,-0.0006112743285484612,0.00039529800415039062,35398,101.47744750976562,2.5951014777092496e-06,-0.00095095956930890679,2.5873137019516435e-06
37604952,37604952,37604,-353613869,1491648844,28.2503662109375,-2.9577400684356689,-0.10395106673240662,35405,-0.090243317186832428,1.0294897556304932,-353618671,1491649465,-353524533,1491637293,0,-0.013157504610717297,-7,-0.10505437850952148,-0.00073722883826121688,0.00062513351440429688,35398,101.71712493896484,2.6073880690091755e-06,-0.0006112743285484612,2.5951014777092496e-06
37704912,37704912,37704,-353613613,1491648811,28.326881408691406,-2.9666159152984619,-0.10466308146715164,35401,-0.096644692122936249,1.02949059009552,-353618671,1491649465,-353524277,1491637260,0,-0.012791811488568783,-7,-0.10506248474121094,-0.00071480037877336144,-0.00025177001953125,35398,101.99295043945312,2.6024529233836802e-06,-0.00073722883826121688,2.6073880690091755e-06
37804872,37804872,37804,-353613357,1491648777,28.40595817565918,-2.9780950546264648,-0.10447611659765244,35402,-0.10225856304168701,1.0295027494430542,-353618671,1491649465,-353524021,1491637227,0,-0.009380558505654335,-5,-0.10498142242431641,-0.00052271585445851088,0.0079045295715332031,35398,102.27886199951172,2.7569592475629179e-06,-0.00071480037877336144,2.6024529233836802e-06
37904832,37904832,37904,-353613099,1491648744,28.496936798095703,-2.9887111186981201,-0.10472657531499863,35400,-0.10540352016687393,1.0294909477233887,-353618671,1491649465,-353523763,1491637193,0,-0.0094689223915338516,-5,-0.10502243041992188,-0.00052595318993553519,0.0043101310729980469,35398,102.60684204101562,2.8409381229721475e-06,-0.00052271585445851088,2.7569592475629179e-06
38004792,38004792,38004,-353612841,1491648711,28.587713241577148,-3.000983715057373,-0.10534337162971497,35397,-0.1061035543680191,1.0294861793518066,-353618671,1491649465,-353523505,1491637160,0,-0.0082659423351287842,-4,-0.10504913330078125,-0.00045767091796733439,0.0012369155883789062,35398,102.93472290039062,2.8649615160247777e-06,-0.00052595318993553519,2.8409381229721475e-06
38104752,38104752,38104,-353612584,1491648677,28.669750213623047,-3.0161159038543701,-0.1060151606798172,35393,-0.10644169896841049,1.0294798612594604,-353618671,1491649465,-353523248,1491637127,0,-0.0029378989711403847,-1,-0.10497856140136719,-0.00016219707322306931,0.0083041191101074219,35398,103.23255157470703,3.0257790513132932e-06,-0.00045767091796733439,2.8649615160247777e-06
38204712,38204712,38204,-353612327,1491648644,28.763265609741211,-3.0409247875213623,-0.10607535392045975,35393,-0.10303894430398941,1.0294822454452515,-353618671,1491649465,-353522991,1491637093,0,0.0058384845033288002,3,-0.10501003265380859,0.0003212687443010509,0.0057535171508789062,35398,103.57490539550781,3.1368333566206275e-06,-0.00016219707322306931,3.0257790513132932e-06
38304672,38304672,38304,-353612070,1491648610,28.851102828979492,-3.0572805404663086,-0.10605340451002121,35393,-0.099364504218101501,1.0294747352600098,-353618671,1491649465,-353522734,1491637060,0,0.01154971681535244,6,-0.10493993759155273,0.00063358416082337499,0.012818336486816406,35398,103.89385986328125,3.3834928672149545e-06,0.0003212687443010509,3.1368333566206275e-06
